,viol_main,viol_win,utility
0,0,0,60.91478133333334
1,0,0,60.91478133333334
2,0,0,60.91478133333334
3,0,0,60.91478133333334
4,0,0,60.91478133333334
5,0,0,60.91478133333334
6,0,0,60.91478133333334
7,0,0,60.91478133333334
8,0,0,60.91478133333334
9,0,0,60.91478133333334
10,0,0,60.91478133333334
11,0,0,60.91478133333334
12,0,0,60.91478133333334
13,0,0,60.91478133333334
14,0,0,60.91478133333334
15,0,0,60.91478133333334
16,0,0,60.91478133333334
17,0,0,60.91478133333334
18,0,0,60.91478133333334
19,0,0,60.91478133333334
20,0,0,60.91478133333334
21,0,0,60.91478133333334
22,0,0,60.91478133333334
23,0,0,60.91478133333334
24,0,0,60.91478133333334
25,0,0,60.91478133333334
26,0,0,60.91478133333334
27,0,0,60.91478133333334
28,0,0,60.91478133333334
29,0,0,60.91478133333334
30,0,0,60.91478133333334
31,0,0,60.91478133333334
32,0,0,60.91478133333334
33,0,0,60.91478133333334
34,0,0,60.91478133333334
35,0,0,60.91478133333334
36,0,0,60.91478133333334
37,0,0,60.91478133333334
38,0,0,60.91478133333334
39,0,0,60.91478133333334
40,0,0,60.91478133333334
41,0,0,60.91478133333334
42,0,0,60.91478133333334
43,0,0,60.91478133333334
44,0,0,60.91478133333334
45,0,0,60.91478133333334
46,0,0,60.91478133333334
47,0,0,60.91478133333334
48,0,0,60.91478133333334
49,0,0,60.91478133333334
50,0,0,60.91478133333334
51,0,0,60.91478133333334
52,0,0,60.91478133333334
53,0,0,60.91478133333334
54,0,0,60.91478133333334
55,0,0,57.61874333333333
56,0,0,57.61874333333333
57,0,0,57.61874333333333
58,0,0,57.61874333333333
59,0,0,57.61874333333333
60,0,0,57.61874333333333
61,0,0,57.61874333333333
62,0,0,57.61874333333333
63,0,0,57.61874333333333
64,0,0,57.61874333333333
65,0,0,57.61874333333333
66,0,0,57.61874333333333
67,0,0,57.61874333333333
68,0,0,57.61874333333333
69,0,0,57.61874333333333
70,0,0,57.61874333333333
71,0,0,57.61874333333333
72,0,0,57.61874333333333
73,0,0,57.61874333333333
74,0,0,57.61874333333333
75,0,0,57.61874333333333
76,0,0,57.61874333333333
77,0,0,57.61874333333333
78,0,0,57.61874333333333
79,0,0,57.61874333333333
80,0,0,57.61874333333333
81,0,0,57.61874333333333
82,0,0,57.61874333333333
83,0,0,57.61874333333333
84,0,0,57.61874333333333
85,0,0,57.61874333333333
86,0,0,57.61874333333333
87,0,0,57.61874333333333
88,0,0,57.61874333333333
89,0,0,57.61874333333333
90,0,0,57.61874333333333
91,0,0,57.61874333333333
92,0,0,57.61874333333333
93,0,0,57.61874333333333
94,0,0,57.61874333333333
95,0,0,57.61874333333333
96,0,0,57.61874333333333
97,0,0,57.61874333333333
98,0,0,57.61874333333333
99,0,0,57.61874333333333
100,0,0,57.61874333333333
101,0,0,57.61874333333333
102,0,0,57.61874333333333
103,0,0,57.61874333333333
104,0,0,57.61874333333333
105,0,0,57.61874333333333
106,0,0,57.61874333333333
107,0,0,57.61874333333333
108,0,0,57.61874333333333
109,0,0,57.61874333333333
110,0,0,57.61874333333333
111,0,0,57.61874333333333
112,0,0,57.61874333333333
113,0,0,57.61874333333333
114,0,0,57.61874333333333
115,0,0,57.61874333333333
116,0,0,57.61874333333333
117,0,0,57.61874333333333
118,0,0,57.61874333333333
119,0,0,57.61874333333333
120,0,0,57.61874333333333
121,0,0,57.61874333333333
122,0,0,57.61874333333333
123,0,0,57.61874333333333
124,0,0,57.61874333333333
125,0,0,57.61874333333333
126,0,0,57.61874333333333
127,0,0,57.61874333333333
128,0,0,57.61874333333333
129,0,0,57.61874333333333
130,0,0,57.61874333333333
131,0,0,57.61874333333333
132,0,0,57.61874333333333
