,viol_main,viol_win,utility
0,0,0,43.61162233333335
1,0,0,43.61162233333335
2,0,0,43.61162233333335
3,0,0,43.61162233333335
4,0,0,43.61162233333335
5,0,0,43.61162233333335
6,0,0,43.61162233333335
7,0,0,43.61162233333335
8,0,0,43.61162233333335
9,0,0,43.61162233333335
10,0,0,43.61162233333335
11,0,0,43.61162233333335
12,0,0,43.61162233333335
13,0,0,43.61162233333335
14,0,0,43.61162233333335
15,0,0,43.61162233333335
16,0,0,43.61162233333335
17,0,0,43.61162233333335
18,0,0,43.61162233333335
19,0,0,43.61162233333335
20,0,0,43.61162233333335
21,0,0,43.61162233333335
22,0,0,43.61162233333335
23,0,0,43.61162233333335
24,0,0,43.61162233333335
25,0,0,43.61162233333335
26,0,0,43.61162233333335
27,0,0,43.61162233333335
28,0,0,43.61162233333335
29,0,0,43.61162233333335
30,0,0,43.61162233333335
31,0,0,43.61162233333335
32,0,0,43.61162233333335
33,0,0,43.61162233333335
34,0,0,43.61162233333335
35,0,0,43.61162233333335
36,0,0,43.61162233333335
37,0,0,43.61162233333335
38,0,0,43.61162233333335
39,0,0,43.61162233333335
40,0,0,43.61162233333335
41,0,0,43.61162233333335
42,0,0,43.61162233333335
43,0,0,43.61162233333335
44,0,0,43.61162233333335
45,0,0,43.61162233333335
46,0,0,43.61162233333335
47,0,0,43.61162233333335
48,0,0,43.61162233333335
49,0,0,43.61162233333335
50,0,0,43.61162233333335
51,0,0,43.61162233333335
52,0,0,43.61162233333335
53,0,0,43.61162233333335
54,0,0,43.61162233333335
55,0,0,43.61162233333335
56,0,0,43.61162233333335
57,0,0,43.61162233333335
58,0,0,43.61162233333335
59,0,0,43.61162233333335
60,0,0,43.61162233333335
61,0,0,43.61162233333335
62,0,0,43.61162233333335
63,0,0,43.61162233333335
64,0,0,43.61162233333335
65,0,0,43.61162233333335
66,0,0,43.61162233333335
67,0,0,43.61162233333335
68,0,0,43.61162233333335
69,0,0,43.61162233333335
70,0,0,43.61162233333335
71,0,0,43.61162233333335
72,0,0,43.61162233333335
73,0,0,43.61162233333335
74,0,0,43.61162233333335
75,0,0,43.61162233333335
76,0,0,43.61162233333335
77,0,0,43.61162233333335
78,0,0,43.61162233333335
79,0,0,43.61162233333335
80,0,0,43.61162233333335
81,0,0,43.61162233333335
82,0,0,43.61162233333335
83,0,0,43.61162233333335
84,0,0,43.61162233333335
85,0,0,43.61162233333335
86,0,0,43.61162233333335
87,0,0,43.61162233333335
88,0,0,43.61162233333335
89,0,0,43.61162233333335
90,0,0,43.61162233333335
91,0,0,43.61162233333335
92,0,0,43.61162233333335
93,0,0,43.61162233333335
94,0,0,43.61162233333335
95,0,0,43.066139333333325
96,0,0,43.066139333333325
97,0,0,43.066139333333325
98,0,0,43.066139333333325
99,0,0,43.066139333333325
100,0,0,43.066139333333325
101,0,0,43.066139333333325
102,0,0,43.066139333333325
103,0,0,43.066139333333325
104,0,0,43.066139333333325
105,0,0,43.066139333333325
106,0,0,43.066139333333325
107,0,0,43.066139333333325
108,0,0,43.066139333333325
109,0,0,43.066139333333325
110,0,0,43.066139333333325
111,0,0,43.066139333333325
112,0,0,43.066139333333325
113,0,0,43.066139333333325
114,0,0,43.066139333333325
115,0,0,43.066139333333325
116,0,0,43.066139333333325
117,0,0,43.066139333333325
118,0,0,43.066139333333325
119,0,0,43.066139333333325
120,0,0,43.066139333333325
121,0,0,43.066139333333325
122,0,0,43.066139333333325
